order_id,customer_id,channel_id,store_id,order_date,order_date_id,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,channel_code,channel_name
1000000014,181,1,,2025-08-18 12:46:12,20250818,2238.0,3917,PAID,ARS,11760.0,2469.6,ONLINE,Tienda Online
1000000015,700,1,,2024-09-15 12:43:40,20240915,3268.0,1803,CANCELLED,ARS,23520.0,4939.2,ONLINE,Tienda Online
1000000016,475,1,,2025-08-27 22:46:32,20250827,1585.0,3558,FULFILLED,ARS,22680.0,4762.8,ONLINE,Tienda Online
1000000017,753,2,2.0,2025-02-19 14:36:04,20250219,3052.0,2,FULFILLED,ARS,66870.0,14042.7,OFFLINE,Tiendas Físicas
1000000018,1151,1,,2024-07-14 15:20:18,20240714,2712.0,2691,CANCELLED,ARS,81990.0,17217.9,ONLINE,Tienda Online
1000000019,793,1,,2025-04-21 04:12:18,20250421,2523.0,3612,FULFILLED,ARS,37044.0,7779.24,ONLINE,Tienda Online
1000000020,866,1,,2024-05-06 01:36:24,20240506,3933.0,3374,FULFILLED,ARS,49500.0,10395.0,ONLINE,Tienda Online
1000000021,1110,1,,2025-09-23 22:05:51,20250923,3246.0,2545,FULFILLED,ARS,23520.0,4939.2,ONLINE,Tienda Online
1000000022,854,2,1.0,2024-03-31 02:16:34,20240331,2462.0,1,REFUNDED,ARS,24000.0,5040.0,OFFLINE,Tiendas Físicas
1000000023,379,2,3.0,2025-07-05 19:42:57,20250705,3098.0,3,FULFILLED,ARS,68400.0,14364.0,OFFLINE,Tiendas Físicas
1000000024,441,2,2.0,2025-03-02 15:57:05,20250302,1528.0,2,FULFILLED,ARS,11760.0,2469.6,OFFLINE,Tiendas Físicas
1000000025,125,1,,2025-08-26 06:57:45,20250826,2981.0,1512,FULFILLED,ARS,70087.5,14718.38,ONLINE,Tienda Online
1000000026,1201,1,,2024-12-12 23:59:48,20241212,4164.0,1297,FULFILLED,ARS,13500.0,2835.0,ONLINE,Tienda Online
1000000027,1055,1,,2024-12-02 01:44:59,20241202,3321.0,2858,FULFILLED,ARS,22800.0,4788.0,ONLINE,Tienda Online
1000000028,382,1,,2024-05-17 06:11:07,20240517,1338.0,2419,FULFILLED,ARS,12000.0,2520.0,ONLINE,Tienda Online
1000000029,1456,1,,2025-09-14 02:43:49,20250914,1410.0,2421,FULFILLED,ARS,64740.0,13595.4,ONLINE,Tienda Online
1000000030,1377,2,4.0,2025-06-09 19:02:55,20250609,3581.0,4,PAID,ARS,34200.0,7182.0,OFFLINE,Tiendas Físicas
1000000031,1375,2,4.0,2025-05-10 11:15:07,20250510,1924.0,4,PAID,ARS,23520.0,4939.2,OFFLINE,Tiendas Físicas
1000000032,821,1,,2025-03-15 14:37:22,20250315,3181.0,1920,FULFILLED,ARS,27000.0,5670.0,ONLINE,Tienda Online
1000000033,1475,2,4.0,2024-06-08 03:23:04,20240608,3312.0,4,FULFILLED,ARS,14700.0,3087.0,OFFLINE,Tiendas Físicas
1000000034,634,2,2.0,2024-11-17 01:24:31,20241117,2156.0,2,FULFILLED,ARS,85387.5,17931.38,OFFLINE,Tiendas Físicas
1000000035,585,2,1.0,2024-01-12 05:54:27,20240112,3436.0,1,FULFILLED,ARS,21600.0,4536.0,OFFLINE,Tiendas Físicas
1000000036,180,1,,2024-09-24 18:59:17,20240924,4138.0,2859,FULFILLED,ARS,49800.0,10458.0,ONLINE,Tienda Online
1000000037,482,1,,2024-01-26 00:07:55,20240126,2544.0,3321,FULFILLED,ARS,24696.0,5186.16,ONLINE,Tienda Online
1000000038,620,2,1.0,2024-02-02 22:29:21,20240202,1303.0,1,FULFILLED,ARS,11760.0,2469.6,OFFLINE,Tiendas Físicas
1000000039,603,2,1.0,2024-05-23 04:42:33,20240523,4130.0,1,FULFILLED,ARS,59160.0,12423.6,OFFLINE,Tiendas Físicas
1000000040,1028,1,,2024-03-04 06:58:13,20240304,3284.0,2145,CANCELLED,ARS,11400.0,2394.0,ONLINE,Tienda Online
1000000041,1005,2,3.0,2024-01-14 09:59:03,20240114,,3,FULFILLED,ARS,24510.0,5147.1,OFFLINE,Tiendas Físicas
1000000042,790,1,,2024-09-27 21:17:36,20240927,1738.0,1029,FULFILLED,ARS,10260.0,2154.6,ONLINE,Tienda Online
1000000043,665,1,,2024-05-21 10:46:11,20240521,3226.0,3039,PAID,ARS,39600.0,8316.0,ONLINE,Tienda Online
1000000044,562,1,,2025-09-02 12:32:15,20250902,,2131,FULFILLED,ARS,73500.0,15435.0,ONLINE,Tienda Online
1000000045,998,1,,2024-02-01 13:14:28,20240201,3026.0,2980,FULFILLED,ARS,36000.0,7560.0,ONLINE,Tienda Online
1000000046,276,1,,2024-01-12 03:01:18,20240112,,1489,FULFILLED,ARS,33000.0,6930.0,ONLINE,Tienda Online
1000000047,1469,2,2.0,2024-03-08 08:53:37,20240308,,2,FULFILLED,ARS,10800.0,2268.0,OFFLINE,Tiendas Físicas
1000000048,408,2,2.0,2024-09-13 16:10:57,20240913,3365.0,2,CREATED,ARS,23520.0,4939.2,OFFLINE,Tiendas Físicas
1000000049,1360,2,2.0,2024-08-11 19:35:54,20240811,1174.0,2,FULFILLED,ARS,40500.0,8505.0,OFFLINE,Tiendas Físicas
1000000050,1423,1,,2024-07-25 00:25:00,20240725,2103.0,1661,FULFILLED,ARS,28500.0,5985.0,ONLINE,Tienda Online
1000000051,741,1,,2024-09-15 06:10:33,20240915,2340.0,2863,FULFILLED,ARS,30870.0,6482.7,ONLINE,Tienda Online
1000000052,969,1,,2024-11-04 03:12:44,20241104,,2608,FULFILLED,ARS,70560.0,14817.6,ONLINE,Tienda Online
1000000053,729,1,,2024-08-10 06:19:56,20240810,3595.0,1454,CANCELLED,ARS,27000.0,5670.0,ONLINE,Tienda Online
1000000054,251,2,4.0,2024-03-16 02:19:59,20240316,3465.0,4,PAID,ARS,12348.0,2593.08,OFFLINE,Tiendas Físicas
1000000055,1087,2,1.0,2025-07-23 20:26:45,20250723,3305.0,1,PAID,ARS,42750.0,8977.5,OFFLINE,Tiendas Físicas
1000000056,659,1,,2025-04-12 15:37:15,20250412,3446.0,2887,FULFILLED,ARS,71025.0,14915.25,ONLINE,Tienda Online
1000000057,338,2,4.0,2025-02-21 05:51:12,20250221,1626.0,4,FULFILLED,ARS,28425.0,5969.25,OFFLINE,Tiendas Físicas
1000000058,1068,1,,2024-09-21 03:01:24,20240921,3.0,3071,CANCELLED,ARS,43350.0,9103.5,ONLINE,Tienda Online
1000000059,958,1,,2024-07-01 13:26:37,20240701,2973.0,3535,FULFILLED,ARS,64200.0,13482.0,ONLINE,Tienda Online
1000000060,428,2,4.0,2024-02-25 20:21:42,20240225,1333.0,4,CANCELLED,ARS,29160.0,6123.6,OFFLINE,Tiendas Físicas
1000000061,1337,1,,2025-03-01 10:20:56,20250301,1294.0,1084,FULFILLED,ARS,12000.0,2520.0,ONLINE,Tienda Online
1000000062,1442,2,3.0,2024-12-23 12:02:28,20241223,1692.0,3,FULFILLED,ARS,45000.0,9450.0,OFFLINE,Tiendas Físicas
1000000063,939,1,,2024-05-30 10:17:58,20240530,4168.0,1406,FULFILLED,ARS,37044.0,7779.24,ONLINE,Tienda Online
1000000064,1409,1,,2025-03-04 14:45:27,20250304,4171.0,1307,FULFILLED,ARS,14850.0,3118.5,ONLINE,Tienda Online
1000000065,1062,1,,2024-09-17 00:43:41,20240917,3633.0,2399,FULFILLED,ARS,35280.0,7408.8,ONLINE,Tienda Online
1000000066,988,1,,2024-01-26 06:33:17,20240126,2187.0,1134,CANCELLED,ARS,35280.0,7408.8,ONLINE,Tienda Online
1000000067,778,1,,2025-04-11 16:23:15,20250411,2598.0,2248,REFUNDED,ARS,14700.0,3087.0,ONLINE,Tienda Online
1000000068,77,1,,2024-12-01 10:53:38,20241201,2743.0,1620,PAID,ARS,84435.0,17731.35,ONLINE,Tienda Online
1000000069,700,1,,2024-06-12 09:38:45,20240612,2468.0,1476,FULFILLED,ARS,44100.0,9261.0,ONLINE,Tienda Online
1000000070,425,1,,2025-07-25 23:51:05,20250725,3743.0,1428,PAID,ARS,12000.0,2520.0,ONLINE,Tienda Online
1000000071,1271,2,3.0,2024-07-22 18:00:06,20240722,2518.0,3,FULFILLED,ARS,11760.0,2469.6,OFFLINE,Tiendas Físicas
1000000072,1129,1,,2024-02-02 08:20:17,20240202,3121.0,3536,PAID,ARS,12825.0,2693.25,ONLINE,Tienda Online
1000000073,1224,1,,2024-12-07 21:18:19,20241207,1481.0,2119,PAID,ARS,15435.0,3241.35,ONLINE,Tienda Online
1000000074,446,1,,2024-12-14 04:41:02,20241214,4068.0,3064,FULFILLED,ARS,56340.0,11831.4,ONLINE,Tienda Online
1000000075,867,1,,2025-03-22 18:16:20,20250322,2940.0,3681,FULFILLED,ARS,29400.0,6174.0,ONLINE,Tienda Online
1000000076,127,1,,2024-03-01 10:21:11,20240301,1419.0,4185,FULFILLED,ARS,23520.0,4939.2,ONLINE,Tienda Online
1000000077,874,2,1.0,2024-12-04 22:39:17,20241204,1204.0,1,PAID,ARS,23520.0,4939.2,OFFLINE,Tiendas Físicas
1000000078,814,1,,2025-01-09 21:43:22,20250109,1370.0,3363,FULFILLED,ARS,40650.0,8536.5,ONLINE,Tienda Online
1000000079,1189,1,,2025-09-16 02:56:19,20250916,3302.0,1836,PAID,ARS,32400.0,6804.0,ONLINE,Tienda Online
1000000080,584,1,,2024-11-11 06:28:22,20241111,3166.0,1065,FULFILLED,ARS,14700.0,3087.0,ONLINE,Tienda Online
1000000081,1433,1,,2025-02-02 01:45:35,20250202,3156.0,1949,FULFILLED,ARS,52800.0,11088.0,ONLINE,Tienda Online
1000000082,670,1,,2025-09-21 10:27:35,20250921,3087.0,4099,FULFILLED,ARS,34200.0,7182.0,ONLINE,Tienda Online
1000000083,464,1,,2024-02-10 17:47:09,20240210,3865.0,1838,REFUNDED,ARS,38100.0,8001.0,ONLINE,Tienda Online
1000000084,535,1,,2024-11-25 14:26:24,20241125,,1149,PAID,ARS,15000.0,3150.0,ONLINE,Tienda Online
1000000085,655,1,,2025-03-01 02:58:24,20250301,3535.0,3181,FULFILLED,ARS,12348.0,2593.08,ONLINE,Tienda Online
1000000086,833,1,,2025-08-18 10:52:28,20250818,1851.0,3247,FULFILLED,ARS,10800.0,2268.0,ONLINE,Tienda Online
1000000087,490,1,,2024-12-13 04:53:42,20241213,2315.0,2445,CANCELLED,ARS,11400.0,2394.0,ONLINE,Tienda Online
1000000088,360,1,,2024-02-03 13:58:21,20240203,1100.0,2456,FULFILLED,ARS,56400.0,11844.0,ONLINE,Tienda Online
1000000089,1227,1,,2025-06-18 12:09:30,20250618,3142.0,2172,FULFILLED,ARS,14250.0,2992.5,ONLINE,Tienda Online
1000000090,624,1,,2024-01-27 19:31:23,20240127,3886.0,1034,FULFILLED,ARS,36825.0,7733.25,ONLINE,Tienda Online
1000000091,228,1,,2024-02-17 18:12:47,20240217,2739.0,3298,FULFILLED,ARS,91192.5,19150.42,ONLINE,Tienda Online
1000000092,770,1,,2024-06-13 13:46:23,20240613,1526.0,1772,FULFILLED,ARS,30000.0,6300.0,ONLINE,Tienda Online
1000000093,54,2,2.0,2024-11-14 23:26:31,20241114,3325.0,2,FULFILLED,ARS,84675.0,17781.75,OFFLINE,Tiendas Físicas
1000000094,1006,2,4.0,2024-12-27 03:05:36,20241227,3233.0,4,PAID,ARS,74700.0,15687.0,OFFLINE,Tiendas Físicas
1000000095,247,1,,2025-09-25 18:29:43,20250925,2232.0,2291,FULFILLED,ARS,48510.0,10187.1,ONLINE,Tienda Online
1000000096,1127,2,3.0,2025-05-23 10:43:41,20250523,2315.0,3,FULFILLED,ARS,35280.0,7408.8,OFFLINE,Tiendas Físicas
1000000097,757,2,2.0,2024-06-12 17:56:54,20240612,3449.0,2,FULFILLED,ARS,15435.0,3241.35,OFFLINE,Tiendas Físicas
1000000098,520,1,,2025-01-16 08:09:07,20250116,4131.0,3443,FULFILLED,ARS,35910.0,7541.1,ONLINE,Tienda Online
1000000099,258,1,,2024-02-27 14:31:08,20240227,2511.0,1224,FULFILLED,ARS,12000.0,2520.0,ONLINE,Tienda Online
1000000100,467,1,,2024-07-30 11:35:40,20240730,2632.0,2885,CANCELLED,ARS,23148.0,4861.08,ONLINE,Tienda Online
1000000101,3,1,,2024-03-30 02:45:40,20240330,3636.0,1219,PAID,ARS,36000.0,7560.0,ONLINE,Tienda Online
1000000102,334,1,,2024-11-19 07:00:43,20241119,3616.0,3863,FULFILLED,ARS,35280.0,7408.8,ONLINE,Tienda Online
1000000103,802,2,3.0,2024-03-25 03:53:52,20240325,1549.0,3,CREATED,ARS,30780.0,6463.8,OFFLINE,Tiendas Físicas
1000000104,999,1,,2024-03-23 20:55:17,20240323,1251.0,4048,REFUNDED,ARS,30000.0,6300.0,ONLINE,Tienda Online
1000000105,176,1,,2024-05-12 04:27:32,20240512,1458.0,3440,FULFILLED,ARS,21600.0,4536.0,ONLINE,Tienda Online
1000000106,801,1,,2025-02-08 08:09:53,20250208,1603.0,3956,FULFILLED,ARS,15000.0,3150.0,ONLINE,Tienda Online
1000000107,1113,1,,2024-05-22 03:56:26,20240522,1747.0,2943,FULFILLED,ARS,34020.0,7144.2,ONLINE,Tienda Online
1000000108,810,2,4.0,2025-07-04 04:11:46,20250704,,4,FULFILLED,ARS,46305.0,9724.05,OFFLINE,Tiendas Físicas
1000000109,581,2,4.0,2024-04-22 08:18:05,20240422,1700.0,4,FULFILLED,ARS,33000.0,6930.0,OFFLINE,Tiendas Físicas
1000000110,1284,2,2.0,2025-06-04 21:13:13,20250604,4022.0,2,CANCELLED,ARS,68070.0,14294.7,OFFLINE,Tiendas Físicas
1000000111,1333,1,,2024-12-20 15:47:41,20241220,3898.0,2876,FULFILLED,ARS,15435.0,3241.35,ONLINE,Tienda Online
1000000112,24,2,2.0,2025-02-28 17:43:31,20250228,1802.0,2,PAID,ARS,76770.0,16121.7,OFFLINE,Tiendas Físicas
1000000113,1222,2,1.0,2024-01-21 02:59:29,20240121,2891.0,1,CANCELLED,ARS,12936.0,2716.56,OFFLINE,Tiendas Físicas
1000000114,63,2,1.0,2024-09-17 08:06:28,20240917,3176.0,1,PAID,ARS,9720.0,2041.2,OFFLINE,Tiendas Físicas
1000000115,1078,1,,2024-02-19 00:47:44,20240219,3860.0,3,REFUNDED,ARS,21600.0,4536.0,ONLINE,Tienda Online
1000000116,1091,1,,2024-07-01 10:24:47,20240701,3783.0,3609,FULFILLED,ARS,39600.0,8316.0,ONLINE,Tienda Online
1000000117,524,1,,2025-01-19 22:11:52,20250119,4169.0,2254,FULFILLED,ARS,24000.0,5040.0,ONLINE,Tienda Online
1000000118,1229,1,,2025-08-16 15:04:32,20250816,2454.0,3390,FULFILLED,ARS,38808.0,8149.68,ONLINE,Tienda Online
1000000119,458,2,4.0,2025-07-16 11:54:38,20250716,3841.0,4,FULFILLED,ARS,14700.0,3087.0,OFFLINE,Tiendas Físicas
1000000120,68,1,,2024-04-18 21:41:14,20240418,2462.0,2653,FULFILLED,ARS,11760.0,2469.6,ONLINE,Tienda Online
1000000121,959,2,4.0,2024-12-20 05:03:44,20241220,3702.0,4,FULFILLED,ARS,37620.0,7900.2,OFFLINE,Tiendas Físicas
1000000122,356,2,1.0,2025-08-30 14:57:49,20250830,4163.0,1,FULFILLED,ARS,36000.0,7560.0,OFFLINE,Tiendas Físicas
1000000123,530,1,,2025-06-24 08:51:53,20250624,2280.0,1001,CANCELLED,ARS,14700.0,3087.0,ONLINE,Tienda Online
1000000124,1420,1,,2024-02-06 12:15:32,20240206,2264.0,4004,FULFILLED,ARS,54684.0,11483.64,ONLINE,Tienda Online
1000000125,279,2,3.0,2024-07-09 08:16:06,20240709,1950.0,3,FULFILLED,ARS,51300.0,10773.0,OFFLINE,Tiendas Físicas
1000000126,779,2,3.0,2024-06-12 02:24:10,20240612,1202.0,3,FULFILLED,ARS,15000.0,3150.0,OFFLINE,Tiendas Físicas
1000000127,1383,1,,2024-02-28 13:19:21,20240228,4137.0,3113,FULFILLED,ARS,56850.0,11938.5,ONLINE,Tienda Online
1000000128,1189,1,,2025-04-20 09:16:05,20250420,1881.0,2352,CANCELLED,ARS,82620.0,17350.2,ONLINE,Tienda Online
1000000129,1016,1,,2025-09-17 22:24:46,20250917,2991.0,4036,FULFILLED,ARS,62280.0,13078.8,ONLINE,Tienda Online
1000000130,595,2,3.0,2025-05-21 02:27:57,20250521,1160.0,3,PAID,ARS,12150.0,2551.5,OFFLINE,Tiendas Físicas
1000000131,902,2,4.0,2024-01-25 03:24:41,20240125,3016.0,4,FULFILLED,ARS,39600.0,8316.0,OFFLINE,Tiendas Físicas
1000000132,317,1,,2024-07-26 17:23:51,20240726,3597.0,3542,FULFILLED,ARS,26460.0,5556.6,ONLINE,Tienda Online
1000000133,1229,2,2.0,2024-06-14 15:46:34,20240614,,2,FULFILLED,ARS,15000.0,3150.0,OFFLINE,Tiendas Físicas
1000000134,279,2,3.0,2024-01-06 02:05:46,20240106,1059.0,3,FULFILLED,ARS,62280.0,13078.8,OFFLINE,Tiendas Físicas
1000000135,1498,2,4.0,2024-05-30 07:35:31,20240530,3605.0,4,PAID,ARS,33000.0,6930.0,OFFLINE,Tiendas Físicas
1000000136,140,1,,2025-01-20 19:30:04,20250120,3022.0,2769,FULFILLED,ARS,28500.0,5985.0,ONLINE,Tienda Online
1000000137,1115,1,,2024-11-15 23:46:06,20241115,1458.0,3541,PAID,ARS,11760.0,2469.6,ONLINE,Tienda Online
1000000138,1240,1,,2024-01-03 08:23:39,20240103,2473.0,2700,PAID,ARS,34200.0,7182.0,ONLINE,Tienda Online
1000000139,590,1,,2024-04-06 23:11:09,20240406,2324.0,2032,FULFILLED,ARS,13500.0,2835.0,ONLINE,Tienda Online
1000000140,645,2,3.0,2025-02-17 21:56:48,20250217,2874.0,3,FULFILLED,ARS,13230.0,2778.3,OFFLINE,Tiendas Físicas
1000000141,545,2,1.0,2024-11-30 21:24:24,20241130,3473.0,1,REFUNDED,ARS,11880.0,2494.8,OFFLINE,Tiendas Físicas
1000000142,1208,1,,2025-06-25 13:32:09,20250625,4060.0,2951,REFUNDED,ARS,50706.0,10648.26,ONLINE,Tienda Online
1000000143,551,2,1.0,2024-06-06 00:59:40,20240606,2109.0,1,FULFILLED,ARS,66600.0,13986.0,OFFLINE,Tiendas Físicas
1000000144,569,2,1.0,2024-02-09 12:30:14,20240209,1210.0,1,CANCELLED,ARS,29700.0,6237.0,OFFLINE,Tiendas Físicas
1000000145,1305,1,,2025-07-19 14:47:44,20250719,,4174,FULFILLED,ARS,30000.0,6300.0,ONLINE,Tienda Online
1000000146,280,1,,2024-05-05 01:52:36,20240505,1190.0,3727,FULFILLED,ARS,82687.5,17364.38,ONLINE,Tienda Online
1000000147,1338,1,,2024-12-07 21:23:08,20241207,,2468,FULFILLED,ARS,59340.0,12461.4,ONLINE,Tienda Online
1000000148,84,1,,2025-06-21 18:11:01,20250621,1588.0,3443,FULFILLED,ARS,35280.0,7408.8,ONLINE,Tienda Online
1000000149,655,1,,2025-01-21 22:14:19,20250121,1077.0,2113,FULFILLED,ARS,13500.0,2835.0,ONLINE,Tienda Online
1000000150,513,2,4.0,2025-05-30 23:20:50,20250530,4045.0,4,FULFILLED,ARS,32340.0,6791.4,OFFLINE,Tiendas Físicas
1000000151,884,2,3.0,2024-04-16 17:06:04,20240416,1845.0,3,FULFILLED,ARS,35280.0,7408.8,OFFLINE,Tiendas Físicas
1000000152,385,2,2.0,2024-01-08 00:18:03,20240108,2549.0,2,FULFILLED,ARS,9720.0,2041.2,OFFLINE,Tiendas Físicas
1000000153,723,2,2.0,2025-06-10 16:56:57,20250610,1748.0,2,CANCELLED,ARS,10800.0,2268.0,OFFLINE,Tiendas Físicas
1000000154,110,2,1.0,2024-07-01 13:02:42,20240701,3109.0,1,PAID,ARS,42525.0,8930.25,OFFLINE,Tiendas Físicas
1000000155,1197,1,,2024-02-12 00:38:46,20240212,3704.0,4121,FULFILLED,ARS,12000.0,2520.0,ONLINE,Tienda Online
1000000156,833,2,2.0,2024-10-29 15:18:07,20241029,2190.0,2,FULFILLED,ARS,42750.0,8977.5,OFFLINE,Tiendas Físicas
1000000157,371,2,3.0,2025-01-26 15:50:11,20250126,2181.0,3,CANCELLED,ARS,59250.0,12442.5,OFFLINE,Tiendas Físicas
1000000158,905,2,1.0,2024-04-24 23:37:56,20240424,2803.0,1,FULFILLED,ARS,30000.0,6300.0,OFFLINE,Tiendas Físicas
1000000159,389,1,,2024-07-14 06:58:24,20240714,4176.0,1303,FULFILLED,ARS,12348.0,2593.08,ONLINE,Tienda Online
1000000160,1299,2,4.0,2024-06-13 10:29:35,20240613,,4,FULFILLED,ARS,29400.0,6174.0,OFFLINE,Tiendas Físicas
1000000161,725,1,,2024-10-21 00:31:01,20241021,,3908,FULFILLED,ARS,45000.0,9450.0,ONLINE,Tienda Online
1000000162,645,2,4.0,2025-07-31 20:20:03,20250731,1157.0,4,PAID,ARS,22800.0,4788.0,OFFLINE,Tiendas Físicas
1000000163,584,1,,2024-02-24 10:30:38,20240224,1980.0,1132,FULFILLED,ARS,21600.0,4536.0,ONLINE,Tienda Online
1000000164,436,1,,2025-02-22 06:18:41,20250222,4079.0,3758,FULFILLED,ARS,63000.0,13230.0,ONLINE,Tienda Online
1000000165,293,1,,2025-08-27 08:06:56,20250827,3891.0,3357,FULFILLED,ARS,23520.0,4939.2,ONLINE,Tienda Online
1000000166,1065,1,,2025-07-27 20:39:32,20250727,,3492,FULFILLED,ARS,43425.0,9119.25,ONLINE,Tienda Online
1000000167,1234,1,,2025-01-18 13:44:54,20250118,2641.0,3702,CANCELLED,ARS,47085.0,9887.85,ONLINE,Tienda Online
1000000168,400,1,,2024-02-26 20:28:31,20240226,3129.0,3523,CANCELLED,ARS,40500.0,8505.0,ONLINE,Tienda Online
1000000169,251,1,,2024-07-08 20:03:47,20240708,,2325,FULFILLED,ARS,10800.0,2268.0,ONLINE,Tienda Online
1000000170,764,2,4.0,2024-03-29 08:07:40,20240329,,4,PAID,ARS,30000.0,6300.0,OFFLINE,Tiendas Físicas
1000000171,1490,1,,2025-02-27 13:25:36,20250227,3729.0,3553,CREATED,ARS,11760.0,2469.6,ONLINE,Tienda Online
1000000172,181,1,,2024-05-07 09:39:45,20240507,1603.0,2801,FULFILLED,ARS,22800.0,4788.0,ONLINE,Tienda Online
1000000173,693,1,,2025-06-16 15:40:09,20250616,2845.0,2631,FULFILLED,ARS,31500.0,6615.0,ONLINE,Tienda Online
1000000174,672,2,2.0,2024-09-07 01:13:23,20240907,3471.0,2,FULFILLED,ARS,11760.0,2469.6,OFFLINE,Tiendas Físicas
1000000175,786,1,,2024-05-31 19:23:40,20240531,2695.0,3157,PAID,ARS,12000.0,2520.0,ONLINE,Tienda Online
1000000176,1347,2,2.0,2025-02-25 07:13:53,20250225,2256.0,2,FULFILLED,ARS,14850.0,3118.5,OFFLINE,Tiendas Físicas
1000000177,628,1,,2024-11-23 21:44:13,20241123,,1864,FULFILLED,ARS,12825.0,2693.25,ONLINE,Tienda Online
1000000178,1485,2,2.0,2025-05-03 06:20:13,20250503,4032.0,2,PAID,ARS,13500.0,2835.0,OFFLINE,Tiendas Físicas
1000000179,805,1,,2025-08-12 08:58:40,20250812,2862.0,3731,FULFILLED,ARS,72600.0,15246.0,ONLINE,Tienda Online
1000000180,445,1,,2024-05-21 07:44:42,20240521,3681.0,1749,FULFILLED,ARS,25200.0,5292.0,ONLINE,Tienda Online
1000000181,560,1,,2024-11-12 19:15:20,20241112,3245.0,1079,FULFILLED,ARS,23520.0,4939.2,ONLINE,Tienda Online
1000000182,403,1,,2024-09-08 21:03:06,20240908,2521.0,3603,FULFILLED,ARS,25080.0,5266.8,ONLINE,Tienda Online
1000000183,693,2,1.0,2024-10-26 15:02:26,20241026,2834.0,1,PAID,ARS,27000.0,5670.0,OFFLINE,Tiendas Físicas
1000000184,274,2,2.0,2025-05-11 05:25:54,20250511,3609.0,2,PAID,ARS,13500.0,2835.0,OFFLINE,Tiendas Físicas
1000000185,804,1,,2024-07-18 22:03:50,20240718,1596.0,1940,FULFILLED,ARS,59844.0,12567.24,ONLINE,Tienda Online
1000000186,1495,1,,2024-07-30 17:31:33,20240730,3581.0,2360,FULFILLED,ARS,11400.0,2394.0,ONLINE,Tienda Online
1000000187,48,2,1.0,2025-02-12 20:45:02,20250212,2998.0,1,REFUNDED,ARS,32400.0,6804.0,OFFLINE,Tiendas Físicas
1000000188,661,2,3.0,2025-08-23 17:59:12,20250823,3865.0,3,FULFILLED,ARS,27000.0,5670.0,OFFLINE,Tiendas Físicas
1000000189,984,1,,2024-05-02 13:34:34,20240502,4016.0,2808,PAID,ARS,37044.0,7779.24,ONLINE,Tienda Online
1000000190,1384,1,,2024-06-05 16:15:54,20240605,2807.0,2968,PAID,ARS,11760.0,2469.6,ONLINE,Tienda Online
1000000191,788,1,,2025-09-16 20:00:12,20250916,2175.0,1202,CANCELLED,ARS,88344.0,18552.24,ONLINE,Tienda Online
1000000192,456,2,2.0,2024-03-08 16:48:50,20240308,2129.0,2,PAID,ARS,12000.0,2520.0,OFFLINE,Tiendas Físicas
1000000193,427,1,,2024-02-15 04:24:55,20240215,,1691,FULFILLED,ARS,32400.0,6804.0,ONLINE,Tienda Online
1000000194,866,1,,2025-09-13 14:18:48,20250913,1909.0,3570,FULFILLED,ARS,45000.0,9450.0,ONLINE,Tienda Online
1000000195,371,1,,2025-02-28 05:52:06,20250228,1348.0,1596,FULFILLED,ARS,45840.0,9626.4,ONLINE,Tienda Online
